PLYMARS01,Terri-Fried,150,06/18/2020, 12:35:47,559
PLYMARS01,Terri-Fried,150,06/18/2020, 13:04:35,559
PLYMARS01,Terri-Fried,150,06/18/2020, 14:06:21,559
PLYMARS01,Terri-Fried,150,06/18/2020, 15:04:55,559
PLYMARS01,Terri-Fried,152,06/18/2020, 16:05:12,559
PLYMARS01,Terri-Fried,153,06/18/2020, 17:05:41,559
PLYMARS01,Terri-Fried,153,06/18/2020, 18:05:02,559
PLYMARS01,Terri-Fried,154,06/18/2020, 19:04:27,559
PLYMARS01,Terri-Fried,154,06/18/2020, 20:05:19,559
PLYMARS01,Terri-Fried,154,06/18/2020, 21:05:10,559
PLYMARS01,Terri-Fried,155,06/18/2020, 22:04:46,559
PLYMARS01,Terri-Fried,157,06/18/2020, 23:05:11,559
PLYMARS01,Terri-Fried,157,06/19/2020, 00:13:11,559
PLYMARS01,Terri-Fried,157,06/19/2020, 01:06:05,559
PLYMARS01,Terri-Fried,157,06/19/2020, 02:04:57,559
PLYMARS01,Terri-Fried,157,06/19/2020, 03:04:46,559
PLYMARS01,Terri-Fried,157,06/19/2020, 04:05:13,559
PLYMARS01,Terri-Fried,157,06/19/2020, 05:06:07,559
PLYMARS01,Terri-Fried,158,06/19/2020, 06:06:05,559
PLYMARS01,Terri-Fried,158,06/19/2020, 07:05:04,559
PLYMARS01,Terri-Fried,159,06/19/2020, 08:06:41,559
PLYMARS01,Terri-Fried,159,06/19/2020, 09:04:55,559
PLYMARS01,Terri-Fried,160,06/19/2020, 10:04:43,559
PLYMARS01,Terri-Fried,160,06/19/2020, 11:04:34,559
PLYMARS01,Terri-Fried,161,06/19/2020, 12:06:20,559
PLYMARS01,Terri-Fried,161,06/19/2020, 13:04:42,559
PLYMARS01,Terri-Fried,161,06/19/2020, 14:05:08,559
PLYMARS01,Terri-Fried,161,06/19/2020, 15:04:58,559
PLYMARS01,Terri-Fried,161,06/19/2020, 16:05:19,559
PLYMARS01,Terri-Fried,161,06/19/2020, 17:04:50,559
PLYMARS01,Terri-Fried,162,06/19/2020, 18:05:08,559
PLYMARS01,Terri-Fried,162,06/19/2020, 19:04:30,559
PLYMARS01,Terri-Fried,163,06/19/2020, 20:05:26,559
PLYMARS01,Terri-Fried,164,06/19/2020, 21:04:53,559
PLYMARS01,Terri-Fried,166,06/19/2020, 22:04:36,559
PLYMARS01,Terri-Fried,166,06/19/2020, 23:04:21,559
PLYMARS01,Terri-Fried,166,06/20/2020, 00:12:44,559
PLYMARS01,Terri-Fried,166,06/20/2020, 01:05:16,559
PLYMARS01,Terri-Fried,166,06/20/2020, 02:05:48,559
PLYMARS01,Terri-Fried,166,06/20/2020, 03:05:55,559
PLYMARS01,Terri-Fried,166,06/20/2020, 04:06:13,559
PLYMARS01,Terri-Fried,166,06/20/2020, 05:05:00,559
PLYMARS01,Terri-Fried,166,06/20/2020, 06:05:56,559
PLYMARS01,Terri-Fried,166,06/20/2020, 07:06:07,559
PLYMARS01,Terri-Fried,166,06/20/2020, 08:05:12,559
PLYMARS01,Terri-Fried,166,06/20/2020, 09:05:33,559
PLYMARS01,Terri-Fried,166,06/20/2020, 10:05:49,559
PLYMARS01,Terri-Fried,166,06/20/2020, 11:05:49,559
PLYMARS01,Terri-Fried,166,06/20/2020, 12:06:20,559
PLYMARS01,Terri-Fried,167,06/20/2020, 13:05:02,559
PLYMARS01,Terri-Fried,168,06/20/2020, 14:05:52,559
PLYMARS01,Terri-Fried,170,06/20/2020, 15:04:41,559
