CPIC00001,CopyIcons,0,10/09/2020, 09:10:15,584
CPIC00001,CopyIcons,0,10/09/2020, 10:10:33,584
CPIC00001,CopyIcons,0,10/09/2020, 11:09:41,584
CPIC00001,CopyIcons,0,10/09/2020, 12:18:19,584
CPIC00001,CopyIcons,1,10/09/2020, 13:09:23,584
CPIC00001,CopyIcons,1,10/09/2020, 14:10:35,584
CPIC00001,CopyIcons,3,10/09/2020, 15:10:20,584
CPIC00001,CopyIcons,4,10/09/2020, 16:12:02,584
CPIC00001,CopyIcons,5,10/09/2020, 17:09:36,584
CPIC00001,CopyIcons,6,10/09/2020, 18:10:28,584
CPIC00001,CopyIcons,7,10/09/2020, 19:09:25,584
CPIC00001,CopyIcons,7,10/09/2020, 20:10:52,584
CPIC00001,CopyIcons,7,10/09/2020, 21:09:46,584
CPIC00001,CopyIcons,7,10/09/2020, 22:23:47,584
CPIC00001,CopyIcons,8,10/09/2020, 23:09:26,584
CPIC00001,CopyIcons,8,10/10/2020, 00:27:47,584
CPIC00001,CopyIcons,8,10/10/2020, 01:25:10,584
CPIC00001,CopyIcons,8,10/10/2020, 02:12:06,584
CPIC00001,CopyIcons,9,10/10/2020, 03:10:14,584
CPIC00001,CopyIcons,9,10/10/2020, 04:13:42,584
CPIC00001,CopyIcons,9,10/10/2020, 05:09:47,584
CPIC00001,CopyIcons,11,10/10/2020, 06:11:00,584
CPIC00001,CopyIcons,11,10/10/2020, 07:09:58,584
CPIC00001,CopyIcons,11,10/10/2020, 08:10:58,584
CPIC00001,CopyIcons,11,10/10/2020, 09:10:12,584
CPIC00001,CopyIcons,14,10/10/2020, 10:10:07,584
CPIC00001,CopyIcons,14,10/10/2020, 11:09:25,584
CPIC00001,CopyIcons,16,10/10/2020, 12:13:09,584
CPIC00001,CopyIcons,17,10/10/2020, 13:09:37,584
CPIC00001,CopyIcons,18,10/10/2020, 14:10:37,584
CPIC00001,CopyIcons,19,10/10/2020, 15:09:44,584
CPIC00001,CopyIcons,19,10/10/2020, 16:11:33,584
CPIC00001,CopyIcons,19,10/10/2020, 17:09:06,584
CPIC00001,CopyIcons,20,10/10/2020, 18:10:44,584
CPIC00001,CopyIcons,21,10/10/2020, 19:09:09,584
CPIC00001,CopyIcons,21,10/10/2020, 20:10:28,584
CPIC00001,CopyIcons,21,10/10/2020, 21:09:49,584
CPIC00001,CopyIcons,22,10/10/2020, 22:10:09,584
CPIC00001,CopyIcons,24,10/10/2020, 23:09:43,584
CPIC00001,CopyIcons,26,10/11/2020, 00:29:12,584
CPIC00001,CopyIcons,26,10/11/2020, 01:28:22,584
CPIC00001,CopyIcons,26,10/11/2020, 02:11:30,584
CPIC00001,CopyIcons,27,10/11/2020, 03:10:09,584
