SOMO00002,Another World Vita,4643,06/17/2020, 19:25:42
SOMO00002,Another World Vita,4643,06/17/2020, 20:05:41
SOMO00002,Another World Vita,4643,06/17/2020, 21:04:36
SOMO00002,Another World Vita,4643,06/17/2020, 21:13:47
SOMO00002,Another World Vita,4643,06/17/2020, 22:04:22
SOMO00002,Another World Vita,4643,06/17/2020, 23:04:40
SOMO00002,Another World Vita,4644,06/18/2020, 00:12:40
SOMO00002,Another World Vita,4645,06/18/2020, 01:05:54
SOMO00002,Another World Vita,4645,06/18/2020, 02:05:16
SOMO00002,Another World Vita,4645,06/18/2020, 03:04:45
SOMO00002,Another World Vita,4645,06/18/2020, 04:05:04
SOMO00002,Another World Vita,4645,06/18/2020, 05:04:53
SOMO00002,Another World Vita,4645,06/18/2020, 06:06:11
SOMO00002,Another World Vita,4645,06/18/2020, 07:05:07
